parent,id,"Performance Title",composer_text,"Concert Title",original_date,date_start,venue,orchestra
1,101,"Der Freischutz; Overture",Weber,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,1798,"Symphony No1 in C",Beethoven,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,2987,"Symphony in E flat; Andante in A flat",Mozart,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,3950,"The Syren; Overture",Auber,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,3952,"The Siege of Corinth; Overture",Rossini,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,8442,"Songs without words, piano solo; 3 selections",Mendelssohn,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,8443,"The Damnation of Faust; Ballet des Sylphes",Berlioz,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,8444,"Concertstuck in F Minor",Weber,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,8445,"Il Trovatore; Selection arranged by M Baetens",Verdi,"4th Concert of the 1st Season","20th Feb 1858",1858-02-20,141,"Hallé Orchestra; 1857-"
1,101,"Der Freischutz; Overture",Weber,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,1798,"Symphony No1 in C",Beethoven,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,2987,"Symphony in E flat; Andante in A flat",Mozart,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,3950,"The Syren; Overture",Auber,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,3952,"The Siege of Corinth; Overture",Rossini,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,8442,"Songs without words, piano solo; 3 selections",Mendelssohn,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,8443,"The Damnation of Faust; Ballet des Sylphes",Berlioz,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,8444,"Concertstuck in F Minor",Weber,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,8445,"Il Trovatore; Selection arranged by M Baetens",Verdi,"5th Concert of the 1st Season","27th Feb 1858",1858-02-27,141,"Hallé Orchestra; 1857-"
1,101,"Der Freischutz; Overture",Weber,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,1798,"Symphony No1 in C",Beethoven,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,2987,"Symphony in E flat; Andante in A flat",Mozart,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,3950,"The Syren; Overture",Auber,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,3952,"The Siege of Corinth; Overture",Rossini,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,8442,"Songs without words, piano solo; 3 selections",Mendelssohn,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,8443,"The Damnation of Faust; Ballet des Sylphes",Berlioz,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,8444,"Concertstuck in F Minor",Weber,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,8445,"Il Trovatore; Selection arranged by M Baetens",Verdi,"6th Concert of the 1st Season","6th Mar 1858",1858-03-06,141,"Hallé Orchestra; 1857-"
1,101,"Der Freischutz; Overture",Weber,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,1798,"Symphony No1 in C",Beethoven,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,2987,"Symphony in E flat; Andante in A flat",Mozart,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,3950,"The Syren; Overture",Auber,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,3952,"The Siege of Corinth; Overture",Rossini,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,8442,"Songs without words, piano solo; 3 selections",Mendelssohn,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,8443,"The Damnation of Faust; Ballet des Sylphes",Berlioz,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,8444,"Concertstuck in F Minor",Weber,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,8445,"Il Trovatore; Selection arranged by M Baetens",Verdi,"7th Concert of the 1st Season","13th Mar 1858",1858-03-13,141,"Hallé Orchestra; 1857-"
1,101,"Der Freischutz; Overture",Weber,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,1798,"Symphony No1 in C",Beethoven,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,2987,"Symphony in E flat; Andante in A flat",Mozart,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,3950,"The Syren; Overture",Auber,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,3952,"The Siege of Corinth; Overture",Rossini,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,8442,"Songs without words, piano solo; 3 selections",Mendelssohn,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,8443,"The Damnation of Faust; Ballet des Sylphes",Berlioz,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,8444,"Concertstuck in F Minor",Weber,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,8445,"Il Trovatore; Selection arranged by M Baetens",Verdi,"8th Concert of the 1st Season","20th Mar 1858",1858-03-20,141,"Hallé Orchestra; 1857-"
1,101,"Der Freischutz; Overture",Weber,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
1,1798,"Symphony No1 in C",Beethoven,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
1,2987,"Symphony in E flat; Andante in A flat",Mozart,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
1,3950,"The Syren; Overture",Auber,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
1,3952,"The Siege of Corinth; Overture",Rossini,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
1,8442,"Songs without words, piano solo; 3 selections",Mendelssohn,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
1,8443,"The Damnation of Faust; Ballet des Sylphes",Berlioz,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
1,8444,"Concertstuck in F Minor",Weber,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
1,8445,"Il Trovatore; Selection arranged by M Baetens",Verdi,"9th Concert of the 1st Season","27th Mar 1858",1858-03-27,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"1st Concert of the 2nd Season","15th Sep 1858",1858-09-15,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"10th Concert of the 2nd Season","17th Nov 1858",1858-11-17,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"11th Concert of the 2nd Season","24th Nov 1858",1858-11-24,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"12th Concert of the 2nd Season","1st Dec 1858",1858-12-01,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"13th Concert of the 2nd Season","8th Dec 1858",1858-12-08,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"14th Concert of the 2nd Season","15th Dec 1858",1858-12-15,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"15th Concert of the 2nd Season","22nd Dec 1858",1858-12-22,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"16th Concert of the 2nd Season","5th Jan 1859",1859-01-05,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"17th Concert of the 2nd Season","12th Jan 1859",1859-01-12,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"18th Concert of the 2nd Season","19th Jan 1859",1859-01-19,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"19th Concert of the 2nd Season","26th Jan 1859",1859-01-26,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"2nd Concert of the 2nd Season","22nd Sep 1858",1858-09-22,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"20th Concert of the 2nd Season","2nd Feb 1859",1859-02-02,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"21st Concert of the 2nd Season","16th Feb 1859",1859-02-16,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"22nd Concert of the 2nd Season","23rd Feb 1859",1859-02-23,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"23rd Concert of the 2nd Season","2nd Mar 1859",1859-03-02,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"24th Concert of the 2nd Season","9th Mar 1859",1859-03-09,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"25th Concert of the 2nd Season","16th Mar 1859",1859-03-16,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"26th Concert of the 2nd Season","23rd Mar 1859",1859-03-23,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"27th Concert of the 2nd Season","30th Mar 1859",1859-03-30,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"Complimentary concert for the benefit of Charles Hallé","9th Apr 1859",1859-04-09,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"3rd Concert of the 2nd Season","29th Sep 1858",1858-09-29,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"4th Concert of the 2nd Season","6th Oct 1858",1858-10-06,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"5th Concert of the 2nd Season","13th Oct 1858",1858-10-13,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"6th Concert of the 2nd Season","20th Oct 1858",1858-10-20,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"7th Concert of the 2nd Season","28th Oct 1858",1858-10-28,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"8th Concert of the 2nd Season","3rd Nov 1858",1858-11-03,141,"Hallé Orchestra; 1857-"
2,4548,"The Creation",Haydn,"9th Concert of the 2nd Season","10th Nov 1858",1858-11-10,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,4175,"L'Etoile du Nord; Overture",Meyerbeer,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,4529,"The Marriage of Figaro; Recitative and Aria 'E Susanna non vien'",Mozart,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,4604,"Serenade, piano solo",Schubert,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,8459,"Der Freischutz; New selection arranged by M Baetens",Weber,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,8460,"Robert le Diable; Aria 'Robert, toi que j'aime'",Meyerbeer,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,29035,"Concerto for Piano No.2 in D Minor, Op.40",Mendelssohn,"1st Concert of the 3rd Season","2nd Nov 1859",1859-11-02,141,"Hallé Orchestra; 1857-"
3,1799,"Symphony No39 in E flat",Mozart,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,1800,"Le Dieu et la Bayadere; Overture",Auber,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,3119,"Anacreon; Overture",Cherubini,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,3884,"Song 'Go, forget me'",Knight,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
3,3895,"Study in A Minor, piano solo",Thalberg,"10th Concert of the 3rd Season","25th Jan 1860",1860-01-25,141,"Hallé Orchestra; 1857-"
